,Actual,Ceiling,Date,Floor,Projection,Salary_STD
81,285.90000000000003,569.64,2018-10-24,213.43,318.65,1868.5176008513697
82,284.9,564.4,2018-10-24,212.12,312.57,1796.910929592474
83,308.6,570.97,2018-10-24,213.51000000000002,322.29999999999995,1812.371749400407
84,262.5,565.67,2018-10-24,220.96999999999997,327.14,1822.154470285175
85,308.6,570.97,2018-10-24,213.51000000000002,322.29999999999995,1812.371749400407
86,299.5,568.49,2018-10-24,210.45000000000002,320.99,1892.675942210452
87,285.90000000000003,569.64,2018-10-24,213.43,318.65,1868.5176008513697
88,282.29999999999995,564.56,2018-10-24,211.14999999999998,324.53,1692.5399132737434
89,253.6,567.56,2018-10-24,213.54999999999998,321.85999999999996,1678.035300324699
90,270.2,512.76,2018-10-25,187.72,294.85,1708.8007490635061
91,262.6,503.33,2018-10-25,183.57,290.74,1779.790527277762
92,273.3,503.22,2018-10-25,187.82000000000002,293.7,2248.016958769124
93,264.4,512.4200000000001,2018-10-25,191.98000000000002,292.03000000000003,1708.8007490635061
94,263.0,508.67999999999995,2018-10-25,194.91000000000003,291.47999999999996,2386.122429154376
95,282.3,512.35,2018-10-25,197.75000000000003,291.35,1716.5857586111642
96,258.6,497.22999999999996,2018-10-25,176.59000000000003,286.67,1610.382977224155
97,262.4,506.17999999999995,2018-10-25,188.52,294.25,2070.963275601209
98,265.29999999999995,509.96999999999997,2018-10-25,180.2,291.9,2280.8921797845837
99,291.2,508.08000000000004,2018-10-25,197.49,291.07,2476.1080572364185
100,283.8,551.1800000000001,2018-10-26,207.2,306.86,1829.996964174774
101,283.90000000000003,549.83,2018-10-26,206.98999999999995,304.67999999999995,1829.996964174774
102,272.09999999999997,550.0400000000001,2018-10-26,206.90000000000003,307.39,2168.460795638746
103,302.09999999999997,547.77,2018-10-26,201.31,305.79999999999995,1685.8891488535721
104,272.09999999999997,550.0400000000001,2018-10-26,206.90000000000003,307.39,2168.460795638746
105,284.4,547.3900000000001,2018-10-26,196.12,308.08000000000004,2053.2419412080503
106,266.8,545.8700000000001,2018-10-26,201.57,301.51,1824.5242911205346
107,248.3,547.83,2018-10-26,201.16000000000003,309.9100000000001,2162.360392981661
108,272.09999999999997,550.0400000000001,2018-10-26,206.90000000000003,307.39,2168.460795638746
109,291.4,547.34,2018-10-26,209.7,304.33,1789.3374178901329
110,229.59999999999997,550.43,2018-10-27,206.62,310.58,1892.675942210452
111,258.7,545.3,2018-10-27,201.33,314.98,2174.0898478827107
112,307.4000000000001,547.2499999999999,2018-10-27,198.88,311.94,1740.4412665956688
113,217.99999999999997,549.8499999999999,2018-10-27,204.87,311.52000000000004,1853.5917752126013
114,195.0,547.17,2018-10-27,204.28,312.61,1866.0713336371207
115,217.99999999999997,549.8499999999999,2018-10-27,204.87,311.52000000000004,1853.5917752126013
116,258.0,547.26,2018-10-27,203.46,309.16,1459.1558527001619
117,258.0,547.26,2018-10-27,203.46,309.16,1459.1558527001619
118,236.49999999999997,544.37,2018-10-27,207.54,301.42,1892.675942210452
119,245.4,542.7299999999999,2018-10-27,196.34000000000003,314.2,1974.84176581315
120,262.29999999999995,552.61,2018-10-28,216.14,310.21000000000004,1843.9758440880528
121,289.49999999999994,549.23,2018-10-28,210.54000000000002,307.1700000000001,1837.873166945363
122,277.79999999999995,545.59,2018-10-28,205.12,314.34000000000003,1886.8616572447083
123,278.3,546.41,2018-10-28,203.04000000000002,311.79999999999995,2248.4562605386736
124,285.79999999999995,548.72,2018-10-28,206.92000000000002,310.69999999999993,2260.33975376914
125,275.6,545.83,2018-10-28,205.97000000000003,308.13,2082.258982243996
126,289.49999999999994,549.23,2018-10-28,210.54000000000002,307.1700000000001,1837.873166945363
127,286.6,545.06,2018-10-28,205.83,306.47,2046.1345670963742
128,296.9,547.8599999999999,2018-10-28,206.27,309.17999999999995,2172.1014459177604
129,282.9,548.24,2018-10-28,213.05,312.01,2127.0741511391757
130,318.2,548.8100000000001,2018-10-29,212.86,305.90999999999997,2097.087928003444
131,364.3,547.64,2018-10-29,206.28999999999996,304.39,2169.5422513163726
132,338.7,546.7099999999999,2018-10-29,205.89000000000004,304.78999999999996,1928.730152198591
133,360.7,534.2900000000001,2018-10-29,202.7,297.43,1344.2148564299212
134,295.4,548.2900000000001,2018-10-29,209.08,303.49,2072.6317736481324
135,328.5,545.99,2018-10-29,204.29,302.82,1910.2065042525871
136,295.4,548.2900000000001,2018-10-29,209.08,303.49,2072.6317736481324
137,313.79999999999995,545.82,2018-10-29,204.82999999999998,300.97999999999996,2036.3972059121752
138,338.7,546.7099999999999,2018-10-29,205.89000000000004,304.78999999999996,1928.730152198591
139,364.3,547.64,2018-10-29,206.28999999999996,304.39,2169.5422513163726
140,290.6,569.77,2018-10-30,201.86,321.28,1504.0685563571303
141,303.00000000000006,560.18,2018-10-30,201.37,314.51,1623.439421584789
142,286.3,565.3199999999999,2018-10-30,196.65,314.79,1306.2055119720528
143,337.8,567.16,2018-10-30,200.06000000000003,318.59000000000003,1661.324772583615
144,331.2,563.8199999999999,2018-10-30,197.61,317.34000000000003,1661.324772583615
145,296.90000000000003,566.51,2018-10-30,202.83,317.82,1739.5898480694157
146,337.8,567.16,2018-10-30,200.06000000000003,318.59000000000003,1661.324772583615
147,270.90000000000003,564.79,2018-10-30,202.28999999999996,313.8299999999999,1504.0685563571303
148,303.7,565.56,2018-10-30,197.51,314.81,1597.2970996941544
149,337.8,567.16,2018-10-30,200.06000000000003,318.59000000000003,1661.324772583615
150,258.5,534.21,2018-10-31,196.21999999999997,311.52,2436.755584332942
151,278.09999999999997,534.08,2018-10-31,198.64,309.43999999999994,2643.2303468798677
152,302.09999999999997,531.78,2018-10-31,205.81,307.58000000000004,2100.852266798782
153,278.09999999999997,534.08,2018-10-31,198.64,309.43999999999994,2643.2303468798677
154,277.59999999999997,533.29,2018-10-31,201.39,305.02,2084.3330934484643
155,303.9,532.27,2018-10-31,197.18,306.74,2700.6172134038793
156,277.59999999999997,533.29,2018-10-31,201.39,305.02,2084.3330934484643
157,278.09999999999997,534.08,2018-10-31,198.64,309.43999999999994,2643.2303468798677
158,293.1,524.73,2018-10-31,204.54,300.45000000000005,1967.5766883888816
159,288.2,525.69,2018-10-31,191.79000000000002,304.5,2791.300418208574
160,317.2,531.58,2018-11-01,199.32000000000002,303.49999999999994,1995.5506062794354
161,306.2,530.4,2018-11-01,201.78000000000003,301.00999999999993,1713.8506208585638
162,311.59999999999997,529.39,2018-11-01,202.17000000000002,305.71999999999997,1783.8784213679535
163,306.2,530.6600000000001,2018-11-01,198.49,298.45,1816.0464452645544
164,306.2,530.6600000000001,2018-11-01,198.49,298.45,1816.0464452645544
165,308.09999999999997,529.87,2018-11-01,198.13000000000002,300.65999999999997,1687.2067646458352
166,306.2,530.6600000000001,2018-11-01,198.49,298.45,1816.0464452645544
167,303.5,530.3000000000001,2018-11-01,198.09000000000003,301.5199999999999,1973.153144926499
168,304.8,525.3100000000001,2018-11-01,200.47,296.55999999999995,1454.579825632063
169,293.2,516.49,2018-11-01,190.91,298.09999999999997,1959.0247006553486
170,299.7,539.01,2018-11-02,206.34000000000003,301.40999999999997,2219.33145311047
171,278.2,531.71,2018-11-02,196.32,296.98,1653.9514973407036
172,315.20000000000005,538.7,2018-11-02,200.66,303.27000000000004,1559.9936688697105
173,293.8,537.63,2018-11-02,198.0,304.33000000000004,2221.110833194358
174,303.8,538.4200000000001,2018-11-02,204.56,302.73,2236.1231883731825
175,329.1,537.56,2018-11-02,198.89,297.3,1712.6976771553507
176,293.8,537.63,2018-11-02,198.0,304.33000000000004,2221.110833194358
177,283.5,534.73,2018-11-02,201.16,302.62,1775.1369274259132
178,276.90000000000003,538.91,2018-11-02,208.94,301.84,2231.0934040908683
179,315.20000000000005,538.7,2018-11-02,200.66,303.27000000000004,1559.9936688697105
180,317.09999999999997,547.19,2018-11-03,186.92,304.0,2630.072993400998
181,338.40000000000003,546.7,2018-11-03,190.13999999999996,307.61,2677.893035785991
182,277.0,537.4000000000001,2018-11-03,188.48,305.54,2644.49112937316
183,297.20000000000005,543.51,2018-11-03,178.36,300.03999999999996,2812.7136407198223
184,320.50000000000006,545.2,2018-11-03,191.92,301.29999999999995,2725.598812901284
185,324.40000000000003,546.85,2018-11-03,190.09,303.70000000000005,2590.1522906749883
186,286.5,542.64,2018-11-03,185.25999999999996,302.78,2617.038190185403
187,333.0,545.6600000000001,2018-11-03,186.26999999999995,306.55,2616.2361051756566
188,291.7,538.1,2018-11-03,187.78,305.34000000000003,2385.1391759997755
189,288.29999999999995,540.09,2018-11-03,193.30999999999997,302.63,2008.3775160346672
190,236.50000000000003,554.9799999999999,2018-11-04,203.89000000000001,307.73,2389.3281249943234
191,219.29999999999998,553.91,2018-11-04,205.80000000000004,311.64,2411.136712613696
192,185.29999999999998,554.9499999999999,2018-11-04,204.73,307.48,2390.1547033974266
193,198.2,548.0899999999999,2018-11-04,204.96,312.15,2319.4827009486403
194,243.70000000000002,550.0999999999999,2018-11-04,199.46,309.97,2452.5622781888865
195,234.7,552.76,2018-11-04,199.79999999999998,308.38,2353.7729103675756
196,182.49999999999997,545.66,2018-11-04,197.04999999999998,307.19,2369.2995266351572
197,185.29999999999998,554.9499999999999,2018-11-04,204.73,307.48,2390.1547033974266
198,214.19999999999996,549.3699999999999,2018-11-04,197.68999999999997,306.59,2360.843122046355
199,216.89999999999998,552.5899999999999,2018-11-04,194.01,308.59000000000003,2739.8747380577297
200,276.6,530.63,2018-11-05,199.0,307.65,2954.469307488045
201,340.90000000000003,528.91,2018-11-05,201.68,297.89,2142.169201741284
202,298.5,529.31,2018-11-05,197.22,301.5,2532.017201977726
203,328.3,530.09,2018-11-05,198.45,299.31999999999994,2229.100466306732
204,318.0,529.55,2018-11-05,197.58999999999997,299.90999999999997,2815.477504837663
205,276.2,522.3,2018-11-05,197.72,297.57,2934.8480937406853
206,249.29999999999998,528.8499999999999,2018-11-05,198.01999999999998,303.96000000000004,2976.9484749021476
207,275.2,530.53,2018-11-05,206.64999999999998,296.45,2375.3362335093157
208,275.2,530.53,2018-11-05,206.64999999999998,296.45,2375.3362335093157
209,275.2,530.53,2018-11-05,206.64999999999998,296.45,2375.3362335093157
210,241.5,524.63,2018-11-06,188.01,309.51,1848.1221700838814
211,216.6,515.85,2018-11-06,187.18,302.68,2009.483687756142
212,243.8,521.37,2018-11-06,183.51999999999998,309.47,1804.9999145036059
213,233.0,516.72,2018-11-06,180.67000000000002,298.41999999999996,2035.8515068699612
214,236.10000000000002,515.71,2018-11-06,178.01999999999998,303.51,1549.9103916750225
215,243.8,521.37,2018-11-06,183.51999999999998,309.47,1804.9999145036059
216,236.5,520.5400000000001,2018-11-06,191.45999999999998,304.3,1947.5213750233497
217,263.3,510.78,2018-11-06,179.12,303.10999999999996,1865.5419892300058
218,283.5,519.2600000000001,2018-11-06,184.36,304.28999999999996,1918.9117286165672
219,276.2,520.25,2018-11-06,188.39,298.96999999999997,1695.8191145095052
220,275.2,547.45,2018-11-07,214.88000000000002,302.78000000000003,2731.300056749533
221,305.8,540.8900000000001,2018-11-07,198.1,300.34000000000003,2362.6726862225796
222,274.2,544.4300000000001,2018-11-07,223.57000000000002,300.64,2307.475773316904
223,269.5,544.72,2018-11-07,210.19000000000003,302.49,2728.9033658682224
224,280.8,547.37,2018-11-07,218.36,302.47,2757.929085293197
225,274.2,544.4300000000001,2018-11-07,223.57000000000002,300.64,2307.475773316904
226,303.6,544.38,2018-11-07,213.60000000000002,303.97,2648.316492965593
227,279.7,535.96,2018-11-07,213.70000000000002,298.69000000000005,2225.1647185526194
228,281.9,545.64,2018-11-07,215.85,299.67,2756.003547812585
229,274.2,544.4300000000001,2018-11-07,223.57000000000002,300.64,2307.475773316904
230,332.9,509.62,2018-11-08,194.09,289.13,2134.9530887956357
231,303.90000000000003,507.17999999999995,2018-11-08,194.16,286.59,2457.5406757243113
232,309.3,507.73,2018-11-08,195.12,283.10999999999996,2054.8046676563254
233,347.90000000000003,503.57000000000005,2018-11-08,185.8,292.53,2025.394337461775
234,342.7,498.73,2018-11-08,193.14000000000001,284.79999999999995,2173.5787182534805
235,352.8,507.45000000000005,2018-11-08,192.91,285.65,2091.841884353548
236,309.3,507.73,2018-11-08,195.12,283.10999999999996,2054.8046676563254
237,291.0,506.4699999999999,2018-11-08,188.55,287.26,2304.584802325814
238,309.3,507.73,2018-11-08,195.12,283.10999999999996,2054.8046676563254
239,309.3,507.73,2018-11-08,195.12,283.10999999999996,2054.8046676563254
240,318.0,524.1,2018-11-09,196.86,299.59000000000003,1767.679653677298
241,347.4,522.3800000000001,2018-11-09,189.37,298.62,1428.3721201354524
242,345.5,523.87,2018-11-09,187.49,302.64,1939.644870130154
243,314.2,523.12,2018-11-09,189.2,298.87,1392.8388277184117
244,345.5,523.87,2018-11-09,187.49,302.64,1939.644870130154
245,324.5,515.9300000000001,2018-11-09,189.18,297.01,1637.7491328717663
246,290.40000000000003,521.4200000000001,2018-11-09,193.58,298.29,1773.884626086676
247,324.70000000000005,523.24,2018-11-09,184.32,308.96,1424.3907079480998
248,336.29999999999995,515.75,2018-11-09,186.07999999999998,295.98,1608.3885041391318
249,345.5,523.87,2018-11-09,187.49,302.64,1939.644870130154
250,310.90000000000003,577.19,2018-11-10,211.77,322.74,2773.285255993532
251,288.3,569.4200000000001,2018-11-10,210.09,316.94,2864.7280266487196
252,309.6,574.87,2018-11-10,209.35999999999999,321.22,2739.06355088787
253,307.0,571.4200000000001,2018-11-10,209.81000000000003,314.67,2584.569596664017
254,300.5,562.32,2018-11-10,202.47,309.51,2584.569596664017
255,309.6,574.87,2018-11-10,209.35999999999999,321.22,2739.06355088787
256,304.40000000000003,571.35,2018-11-10,213.34,319.82,2784.525138495535
257,259.6,566.08,2018-11-10,206.54,317.76,2041.8461750262031
258,313.1,573.08,2018-11-10,204.88,320.35999999999996,2686.6381764871176
259,312.7,570.67,2018-11-10,212.31,318.26,2473.0148542084826
260,223.70000000000002,519.1300000000001,2018-11-11,197.95,292.75,1731.694381840735
261,213.5,518.49,2018-11-11,190.38,290.46999999999997,1516.4122700768105
262,224.60000000000002,517.23,2018-11-11,194.31,291.35999999999996,1637.1459658748352
263,213.5,518.49,2018-11-11,190.38,290.46999999999997,1516.4122700768105
264,231.79999999999998,518.22,2018-11-11,201.01,292.56,1672.655905372584
265,217.3,517.97,2018-11-11,197.92000000000002,290.84,1235.6834466184748
266,231.79999999999998,518.22,2018-11-11,201.01,292.56,1672.655905372584
267,243.1,515.85,2018-11-11,192.76999999999998,292.46999999999997,1791.9573407620817
268,255.0,515.5300000000001,2018-11-11,189.44,294.84,1900.9419367549287
269,210.3,513.91,2018-11-11,194.66000000000003,293.22999999999996,1692.4669699714805
270,287.2,559.27,2018-11-12,199.51,320.1,2441.3111231467406
271,294.5,558.81,2018-11-12,206.51,310.97,2827.685001752459
272,290.59999999999997,557.43,2018-11-12,208.78,305.64,2521.0227201585385
273,283.4,556.39,2018-11-12,202.86,314.45,2639.8653164297775
274,306.6,552.91,2018-11-12,202.43,309.84000000000003,2900.5746557076122
275,294.5,558.81,2018-11-12,206.51,310.97,2827.685001752459
276,305.9,554.88,2018-11-12,202.14,309.69000000000005,2310.363126821794
277,286.3,552.19,2018-11-12,203.38000000000002,311.74999999999994,2783.682612815062
278,294.5,558.81,2018-11-12,206.51,310.97,2827.685001752459
279,290.59999999999997,557.43,2018-11-12,208.78,305.64,2521.0227201585385
280,261.4,516.53,2018-11-13,196.09000000000003,297.32000000000005,2298.3085567917597
281,260.4,515.89,2018-11-13,178.27999999999997,300.81,2488.690468281176
282,255.09999999999997,516.06,2018-11-13,192.00000000000003,293.79,2343.786110832926
283,260.4,515.89,2018-11-13,178.27999999999997,300.81,2488.690468281176
284,268.2,504.06,2018-11-13,172.88,295.91,2747.569071464653
285,260.5,515.53,2018-11-13,188.33000000000004,297.79,1497.4876078961286
286,255.09999999999997,516.06,2018-11-13,192.00000000000003,293.79,2343.786110832926
287,257.4,508.52000000000004,2018-11-13,191.87,293.59000000000003,2442.6761280748347
288,271.40000000000003,513.99,2018-11-13,183.59000000000003,297.39000000000004,2397.272112265713
289,260.4,515.89,2018-11-13,178.27999999999997,300.81,2488.690468281176
290,262.3,577.4799999999999,2018-11-14,212.88,314.72999999999996,2522.344588319015
291,280.2,577.0799999999999,2018-11-14,208.61,314.27,2406.934426471426
292,288.0,577.28,2018-11-14,205.34999999999997,315.15999999999997,2398.1989126616163
293,254.3,577.37,2018-11-14,212.68,312.26,2463.110549741305
294,254.3,574.32,2018-11-14,213.34000000000003,309.27,2373.46441585572
295,246.7,565.98,2018-11-14,207.0,308.02,2386.5363092891666
296,254.3,577.37,2018-11-14,212.68,312.26,2463.110549741305
297,240.9,573.61,2018-11-14,209.57,317.11,1855.3226733434328
298,276.40000000000003,564.99,2018-11-14,207.76,305.76,2215.6012477178488
299,267.4,569.39,2018-11-14,205.79,310.77,2509.980079602227
300,267.2,497.52000000000004,2018-11-15,185.07999999999998,284.36,1622.754859285078
301,252.20000000000005,495.37999999999994,2018-11-15,184.01999999999998,289.64,1847.5876831462099
302,245.3,493.51000000000005,2018-11-15,184.98,287.38,1658.2751711371295
303,236.10000000000002,494.06,2018-11-15,184.37,283.64,1565.6813292274255
304,221.0,493.60999999999996,2018-11-15,183.1,290.4,2395.8297101421877
305,252.20000000000005,495.37999999999994,2018-11-15,184.01999999999998,289.64,1847.5876831462099
306,252.20000000000005,495.37999999999994,2018-11-15,184.01999999999998,289.64,1847.5876831462099
307,265.5,494.10999999999996,2018-11-15,183.92999999999995,284.86,1701.705752806813
308,285.4,494.65999999999997,2018-11-15,184.98999999999998,291.92999999999995,1744.8336437736534
309,228.7,495.3,2018-11-15,190.01,288.13,2395.1081833346366
310,345.3,541.5400000000001,2018-11-16,211.13,295.08,2534.64878128005
311,330.7,539.95,2018-11-16,198.2,295.00000000000006,2620.479646982001
312,317.09999999999997,539.6700000000001,2018-11-16,202.22,296.07,2650.832620186894
313,322.7,536.98,2018-11-16,197.28000000000003,296.96,2495.328969628387
314,309.5,539.32,2018-11-16,206.5,294.51,2670.8763069287916
315,328.90000000000003,536.7800000000001,2018-11-16,196.32999999999998,295.88,2575.5737704273934
316,345.8,539.85,2018-11-16,209.85000000000002,296.01,2541.2643883228725
317,330.7,539.95,2018-11-16,198.2,295.00000000000006,2620.479646982001
318,272.3,531.46,2018-11-16,211.16000000000003,294.93,1256.1945276739687
319,336.2,538.6800000000001,2018-11-16,209.7,293.65,2548.2504286104963
320,247.5,558.46,2018-11-17,205.35999999999999,318.97,2901.3406862651923
321,245.2,552.0600000000001,2018-11-17,203.28,309.18,1936.8422818317856
322,259.0,549.57,2018-11-17,198.42000000000002,314.59,2015.0054376056275
323,238.3,549.09,2018-11-17,205.32,315.42,2508.700908221939
324,316.59999999999997,553.14,2018-11-17,197.45,313.14000000000004,2696.911814155838
325,234.8,553.88,2018-11-17,208.24,317.35,2600.854560417488
326,274.9,553.4,2018-11-17,206.73999999999998,311.63000000000005,3027.283343931394
327,234.8,553.88,2018-11-17,208.24,317.35,2600.854560417488
328,224.0,557.02,2018-11-17,206.65999999999997,312.44,2901.3406862651923
329,260.6,550.4200000000001,2018-11-17,206.66,314.90000000000003,2880.5863600624402
330,308.8,565.65,2018-11-18,203.54999999999998,323.98,1706.2702085810904
331,300.6,558.97,2018-11-18,203.42,318.63,1899.1226044325485
332,323.1,564.09,2018-11-18,213.29,319.88,1708.2226703091212
333,296.4,560.71,2018-11-18,207.44,315.90000000000003,1587.5285552015268
334,337.00000000000006,560.9799999999999,2018-11-18,209.18999999999997,318.0,1974.84176581315
335,316.40000000000003,553.74,2018-11-18,200.04,316.77000000000004,1775.2064738196957
336,337.00000000000006,560.9799999999999,2018-11-18,209.18999999999997,318.0,1974.84176581315
337,295.2,559.5600000000001,2018-11-18,206.21,315.6,1519.5028426721974
338,299.1,556.99,2018-11-18,199.56,318.18,1609.0024514862894
339,340.90000000000003,556.83,2018-11-18,205.68999999999997,322.07000000000005,1851.1257835886427
340,258.6,539.26,2018-11-19,207.82999999999998,302.4,3066.6666666666665
341,231.1,533.76,2018-11-19,199.51999999999998,311.55,3303.533461815293
342,272.4,535.3199999999999,2018-11-19,204.28999999999996,301.75,3033.8827341287342
343,261.79999999999995,535.97,2018-11-19,194.86999999999998,297.75,2796.823595120404
344,247.70000000000002,535.5999999999999,2018-11-19,205.67999999999995,306.35,3177.0006819850278
345,244.9,538.55,2018-11-19,211.70999999999998,298.31,3068.839809729041
346,233.2,538.4699999999999,2018-11-19,197.82999999999996,303.15999999999997,2745.501370929867
347,252.2,526.87,2018-11-19,205.01999999999995,301.18,2682.453271830761
348,244.9,538.55,2018-11-19,211.70999999999998,298.31,3068.839809729041
349,233.2,538.4699999999999,2018-11-19,197.82999999999996,303.15999999999997,2745.501370929867
350,260.1,517.53,2018-11-20,196.34,289.99,1419.7026292697904
351,252.9,517.46,2018-11-20,193.82,294.56,1490.2978408093422
352,276.5,512.33,2018-11-20,187.44,293.01,1121.6169985151014
353,260.3,510.11,2018-11-20,180.57,297.33,1348.3414594819908
354,246.1,517.28,2018-11-20,198.75,291.06,1542.7248620541511
355,248.9,516.22,2018-11-20,186.54,290.21,1349.4397557212355
356,253.1,510.21000000000004,2018-11-20,196.13,292.52000000000004,1301.3762895156726
